payment_id,ride_id,user_id,amount,payment_method,payment_status,transaction_id,payment_time
4325,9417,1559,100.58,debit_card,completed,TXN-00004325,2025-05-21 05:59:35
4326,8095,6077,23.44,paypal,completed,TXN-00004326,2025-06-02 14:14:15
4327,14616,8120,80.23,debit_card,completed,TXN-00004327,2026-03-25 22:46:51
4328,14694,394,73.68,credit_card,completed,TXN-00004328,2026-01-13 14:05:57
4329,11577,6542,93.23,google_pay,completed,TXN-00004329,2025-03-27 12:00:08
4330,12359,5276,60.38,apple_pay,completed,TXN-00004330,2026-03-07 14:10:56
4331,7423,8959,94.41,paypal,completed,TXN-00004331,2026-05-07 23:15:22
4332,1494,773,69.12,apple_pay,completed,TXN-00004332,2025-05-13 04:08:52
4333,5314,5937,65.72,google_pay,completed,TXN-00004333,2026-01-03 03:21:17
4334,12780,8821,79.18,debit_card,completed,TXN-00004334,2025-07-27 00:28:37
4335,7535,3962,48.24,credit_card,completed,TXN-00004335,2025-02-04 03:19:39
4336,9625,592,48.2,credit_card,completed,TXN-00004336,2025-01-04 19:29:47
4337,9206,6112,17.17,credit_card,completed,TXN-00004337,2026-04-23 21:22:29
4338,16646,884,70.71,paypal,completed,TXN-00004338,2025-01-21 19:06:43
4339,8514,1889,94.64,paypal,completed,TXN-00004339,2025-07-27 11:58:36
4340,10378,5053,74.49,debit_card,completed,TXN-00004340,2026-03-03 01:21:59
4341,1686,9952,64.98,credit_card,completed,TXN-00004341,2026-01-09 22:35:11
4342,7521,8407,52.09,paypal,completed,TXN-00004342,2025-09-12 23:13:13
4343,7409,4596,34.67,paypal,completed,TXN-00004343,2026-06-30 18:27:32
4344,10086,6563,34.95,credit_card,completed,TXN-00004344,2025-04-12 12:53:33
4345,13737,5333,20.32,debit_card,completed,TXN-00004345,2025-09-11 09:28:05
4346,5794,8527,50.66,apple_pay,completed,TXN-00004346,2026-03-30 20:21:44
4347,6698,2923,58.18,paypal,completed,TXN-00004347,2026-03-21 10:41:19
4348,12580,5043,29.54,credit_card,completed,TXN-00004348,2025-01-05 14:53:36
4349,4205,4022,54.98,paypal,completed,TXN-00004349,2026-01-27 15:35:11
4350,6849,1346,24.16,paypal,completed,TXN-00004350,2025-08-10 13:56:53
4351,7706,4512,36.34,paypal,completed,TXN-00004351,2026-06-18 04:21:13
4352,14582,2009,33.68,apple_pay,completed,TXN-00004352,2025-11-26 01:35:07
4353,9931,2120,79.5,apple_pay,completed,TXN-00004353,2026-05-29 19:19:32
4354,14311,409,109.45,paypal,completed,TXN-00004354,2025-10-10 08:22:39
4355,8388,2870,58.52,debit_card,completed,TXN-00004355,2025-12-23 17:26:55
4356,5550,7925,57.39,paypal,completed,TXN-00004356,2025-08-05 03:37:34
4357,3867,8337,79.21,credit_card,completed,TXN-00004357,2025-04-24 15:39:17
4358,4778,6435,69.16,google_pay,completed,TXN-00004358,2025-10-14 17:17:25
4359,6297,1884,12.38,apple_pay,completed,TXN-00004359,2025-10-29 17:23:44
4360,14627,9059,80.97,apple_pay,completed,TXN-00004360,2026-04-12 11:13:28
4361,19888,1728,145.12,paypal,completed,TXN-00004361,2025-04-18 00:40:52
4362,1380,4146,30.15,google_pay,completed,TXN-00004362,2025-09-07 01:35:18
4363,2516,2584,78.1,apple_pay,completed,TXN-00004363,2025-05-02 02:44:47
4364,710,9766,109.08,debit_card,completed,TXN-00004364,2026-05-04 22:45:40
4365,18788,6853,129.56,credit_card,completed,TXN-00004365,2026-04-13 18:06:18
4366,8352,7081,16.09,paypal,completed,TXN-00004366,2025-08-02 10:32:02
4367,18786,6607,45.01,debit_card,completed,TXN-00004367,2025-06-20 14:34:26
4368,13411,2638,51.35,apple_pay,completed,TXN-00004368,2026-04-27 06:11:33
4369,1250,6575,37.31,apple_pay,completed,TXN-00004369,2026-05-28 04:48:54
4370,8315,6684,47.92,paypal,completed,TXN-00004370,2026-07-13 21:59:48
4371,8868,5393,71.07,debit_card,completed,TXN-00004371,2025-09-22 16:21:50
4372,2541,7301,108.42,apple_pay,completed,TXN-00004372,2025-11-22 18:58:08
4373,14449,2465,101.99,credit_card,completed,TXN-00004373,2026-03-29 06:05:21
4374,11445,3168,26.18,debit_card,completed,TXN-00004374,2025-03-22 11:56:35
4375,3714,6265,87.77,debit_card,completed,TXN-00004375,2025-03-30 13:14:09
4376,17830,9564,41.48,paypal,completed,TXN-00004376,2026-06-14 01:47:34
4377,18268,6829,87.31,google_pay,completed,TXN-00004377,2026-01-07 14:39:54
4378,2971,7647,40.38,debit_card,completed,TXN-00004378,2026-07-03 23:28:29
4379,3983,2123,27.08,credit_card,completed,TXN-00004379,2025-07-11 09:56:13
4380,7335,1056,86.53,credit_card,completed,TXN-00004380,2025-10-24 19:47:09
4381,950,3452,89.52,apple_pay,refunded,TXN-00004381,2025-08-11 14:36:32
4382,16471,9012,177.85,debit_card,completed,TXN-00004382,2025-11-05 16:40:44
4383,4904,3397,53.75,paypal,completed,TXN-00004383,2025-10-03 20:10:35
4384,51,5369,74.92,credit_card,completed,TXN-00004384,2026-05-16 01:02:30
4385,5660,3434,133.79,debit_card,completed,TXN-00004385,2025-06-30 07:05:19
4386,7154,9543,39.78,debit_card,completed,TXN-00004386,2025-10-11 17:14:55
4387,17527,9363,57.23,paypal,completed,TXN-00004387,2026-07-05 23:43:27
4388,8080,8720,53.45,apple_pay,completed,TXN-00004388,2026-01-08 22:11:29
4389,14994,3680,82.25,debit_card,completed,TXN-00004389,2025-04-15 03:11:09
4390,14820,6147,60.6,apple_pay,completed,TXN-00004390,2025-06-11 09:52:03
4391,11599,4600,58.76,google_pay,completed,TXN-00004391,2025-11-19 02:51:38
4392,2700,6821,57.56,debit_card,completed,TXN-00004392,2026-06-17 12:12:32
4393,532,2030,74.21,credit_card,completed,TXN-00004393,2025-07-12 05:11:45
4394,19936,569,107.61,apple_pay,completed,TXN-00004394,2025-01-11 02:04:26
4395,12065,2081,34.93,debit_card,completed,TXN-00004395,2025-09-26 13:27:30
4396,18816,5571,39.05,debit_card,failed,TXN-00004396,2025-08-06 19:41:49
4397,6875,8777,96.44,paypal,completed,TXN-00004397,2025-06-10 09:41:24
4398,12720,2379,55.81,debit_card,completed,TXN-00004398,2025-07-21 23:30:25
4399,9362,9665,34.73,google_pay,completed,TXN-00004399,2026-05-30 06:54:55
4400,1244,828,58.7,google_pay,completed,TXN-00004400,2025-11-28 02:20:27
4401,1637,2841,69.48,credit_card,completed,TXN-00004401,2026-05-30 07:31:52
4402,15602,4638,70.43,credit_card,completed,TXN-00004402,2026-06-13 20:05:51
4403,8573,529,35.04,debit_card,completed,TXN-00004403,2025-09-03 00:07:08
4404,13574,1643,54.79,debit_card,completed,TXN-00004404,2025-02-15 20:26:42
4405,12421,9313,93.82,debit_card,completed,TXN-00004405,2025-01-23 22:16:40
4406,13551,4550,103.79,credit_card,completed,TXN-00004406,2025-08-17 10:41:21
4407,9197,193,35.32,google_pay,completed,TXN-00004407,2025-03-30 14:09:05
4408,19476,572,27.34,credit_card,completed,TXN-00004408,2025-12-06 04:47:22
4409,12371,3809,52.33,paypal,completed,TXN-00004409,2026-05-11 07:58:57
4410,14909,6336,51.31,debit_card,completed,TXN-00004410,2025-06-16 14:07:16
4411,10471,488,77.53,credit_card,completed,TXN-00004411,2025-10-25 02:43:13
4412,4248,2285,25.87,apple_pay,completed,TXN-00004412,2025-10-27 10:12:47
4413,8482,5493,50.58,debit_card,completed,TXN-00004413,2026-06-12 17:57:04
4414,11409,2181,76.97,google_pay,completed,TXN-00004414,2025-12-06 19:32:13
4415,16785,5587,21.38,credit_card,completed,TXN-00004415,2025-09-21 18:32:25
4416,7931,1084,41.03,paypal,completed,TXN-00004416,2025-03-20 14:33:54
4417,3171,1932,49.28,paypal,completed,TXN-00004417,2026-03-19 02:32:15
4418,2633,8241,68.97,google_pay,completed,TXN-00004418,2025-04-26 07:06:08
4419,9576,6118,121.95,apple_pay,completed,TXN-00004419,2025-07-25 18:26:27
4420,16615,2425,40.28,credit_card,completed,TXN-00004420,2025-12-20 05:05:43
4421,3146,8907,83.02,credit_card,completed,TXN-00004421,2025-02-26 16:13:49
4422,7907,9111,118.07,apple_pay,completed,TXN-00004422,2026-03-09 23:15:58
4423,9498,7475,103.61,google_pay,completed,TXN-00004423,2025-02-08 11:23:42
4424,13825,390,69.15,google_pay,completed,TXN-00004424,2025-04-01 12:54:04
4425,17992,9327,89.83,google_pay,completed,TXN-00004425,2025-05-25 16:24:51
4426,15341,3562,27.34,apple_pay,completed,TXN-00004426,2025-08-04 09:49:26
4427,17514,1431,26.05,google_pay,completed,TXN-00004427,2025-04-14 14:28:36
4428,17622,7930,126.22,google_pay,failed,TXN-00004428,2025-09-16 23:30:28
4429,1757,4642,84.59,debit_card,completed,TXN-00004429,2025-03-22 01:28:22
4430,8689,1446,169.34,paypal,completed,TXN-00004430,2026-05-21 08:02:48
4431,13135,3441,126.93,google_pay,completed,TXN-00004431,2025-02-03 16:25:18
4432,17825,7670,53.23,apple_pay,completed,TXN-00004432,2026-01-18 14:20:14
4433,4625,1169,64.51,google_pay,completed,TXN-00004433,2025-01-30 15:54:42
4434,2955,7654,49.57,apple_pay,completed,TXN-00004434,2025-05-31 05:53:57
4435,7193,386,35.43,apple_pay,completed,TXN-00004435,2025-12-07 08:52:59
4436,12678,6480,175.5,apple_pay,completed,TXN-00004436,2025-01-14 15:16:36
4437,9542,2009,17.23,apple_pay,completed,TXN-00004437,2025-10-20 12:20:35
4438,10180,6491,45.08,apple_pay,completed,TXN-00004438,2025-03-24 09:30:10
4439,7716,3505,58.58,google_pay,completed,TXN-00004439,2026-06-28 12:25:55
4440,5785,5455,30.12,google_pay,refunded,TXN-00004440,2025-07-17 10:29:43
4441,17110,6676,68.74,google_pay,failed,TXN-00004441,2025-09-20 18:16:38
4442,18251,3908,69.1,debit_card,completed,TXN-00004442,2025-12-07 05:28:03
4443,13393,1824,54.32,google_pay,completed,TXN-00004443,2026-02-17 06:42:12
4444,6990,1168,69.13,credit_card,completed,TXN-00004444,2025-04-13 02:21:50
4445,16054,9040,51.39,apple_pay,completed,TXN-00004445,2025-10-29 18:41:12
4446,18623,1921,61.61,google_pay,completed,TXN-00004446,2025-04-15 19:37:04
4447,10417,3603,84.88,paypal,completed,TXN-00004447,2026-06-10 10:51:24
4448,15099,361,92.22,google_pay,completed,TXN-00004448,2025-05-20 00:46:50
4449,2767,70,28.34,apple_pay,completed,TXN-00004449,2025-07-29 09:00:38
4450,2367,4793,53.24,paypal,completed,TXN-00004450,2026-04-01 02:08:23
4451,7698,5741,32.65,paypal,completed,TXN-00004451,2025-10-07 08:59:19
4452,9213,7939,83.02,debit_card,completed,TXN-00004452,2026-04-28 19:28:21
4453,12850,922,58.71,debit_card,completed,TXN-00004453,2025-12-20 17:33:52
4454,1944,8167,84.87,paypal,failed,TXN-00004454,2025-09-15 12:40:07
4455,5115,7476,48.78,google_pay,completed,TXN-00004455,2025-03-03 11:23:39
4456,12323,2290,125.2,debit_card,completed,TXN-00004456,2025-11-21 03:23:32
4457,10821,7135,44.3,google_pay,completed,TXN-00004457,2025-10-30 12:46:54
4458,9430,2225,58.12,google_pay,failed,TXN-00004458,2026-03-13 06:45:16
4459,5197,5037,42.28,credit_card,completed,TXN-00004459,2025-02-05 15:22:09
4460,2018,9295,51.11,apple_pay,completed,TXN-00004460,2026-03-08 14:09:05
4461,17338,1168,95.06,apple_pay,completed,TXN-00004461,2026-05-27 18:35:21
4462,15533,2621,21.64,apple_pay,completed,TXN-00004462,2025-03-12 11:04:46
4463,4179,8377,77.56,paypal,completed,TXN-00004463,2025-11-16 02:09:07
4464,1317,2597,99.66,google_pay,completed,TXN-00004464,2026-01-20 11:16:32
4465,3726,2159,88.61,paypal,completed,TXN-00004465,2026-01-11 07:53:18
4466,8698,2404,97.94,paypal,completed,TXN-00004466,2026-04-24 03:44:48
4467,14432,9735,37.73,credit_card,completed,TXN-00004467,2026-05-06 07:13:08
4468,12068,2847,41.24,apple_pay,completed,TXN-00004468,2026-07-18 02:50:15
4469,2383,2272,65.14,credit_card,refunded,TXN-00004469,2025-09-21 14:29:17
4470,3193,2942,122.81,credit_card,completed,TXN-00004470,2025-08-11 19:32:02
4471,4420,2758,84.64,paypal,completed,TXN-00004471,2026-03-06 19:12:04
4472,10308,6583,57.67,debit_card,completed,TXN-00004472,2025-07-13 22:02:59
4473,13079,8852,33.77,paypal,completed,TXN-00004473,2026-06-28 12:34:54
4474,9964,8600,64.78,paypal,completed,TXN-00004474,2025-10-08 18:51:23
4475,3721,9167,60.35,google_pay,completed,TXN-00004475,2026-02-27 00:53:02
4476,6038,4324,75.47,google_pay,completed,TXN-00004476,2026-07-01 07:27:09
4477,2654,9213,75.54,paypal,completed,TXN-00004477,2025-10-20 02:51:02
4478,8150,8478,60.14,paypal,completed,TXN-00004478,2025-06-03 17:54:34
4479,18472,5884,22.84,google_pay,completed,TXN-00004479,2025-08-26 12:55:26
4480,15967,6053,59.38,google_pay,completed,TXN-00004480,2025-11-25 09:25:42
4481,15319,3908,62.2,credit_card,completed,TXN-00004481,2025-09-16 10:47:50
4482,19775,7098,48.33,debit_card,completed,TXN-00004482,2025-07-29 07:44:01
4483,15853,6754,95.11,credit_card,completed,TXN-00004483,2025-05-30 23:52:26
4484,14491,4871,57.29,paypal,completed,TXN-00004484,2025-03-26 11:52:55
4485,4120,6770,35.25,paypal,completed,TXN-00004485,2025-08-22 08:56:04
4486,15770,7806,72.65,paypal,completed,TXN-00004486,2025-09-02 13:03:25
4487,7611,5016,31.27,credit_card,completed,TXN-00004487,2026-05-06 01:08:12
4488,2270,1000,85.98,paypal,completed,TXN-00004488,2025-11-21 04:52:18
4489,5057,114,65.79,debit_card,completed,TXN-00004489,2025-04-05 07:04:12
4490,4035,1273,55.43,apple_pay,completed,TXN-00004490,2025-06-22 09:34:27
4491,8645,8573,35.16,credit_card,completed,TXN-00004491,2025-11-17 02:56:58
4492,19870,1121,120.34,paypal,completed,TXN-00004492,2026-05-24 18:08:04
4493,13941,5780,68.63,apple_pay,completed,TXN-00004493,2025-01-07 17:53:33
4494,16066,9912,16.07,credit_card,completed,TXN-00004494,2025-03-29 05:39:03
4495,9401,2557,53.44,google_pay,completed,TXN-00004495,2026-05-20 07:59:56
4496,12105,5889,56.8,apple_pay,completed,TXN-00004496,2026-06-14 02:17:15
4497,17092,4735,63.46,paypal,completed,TXN-00004497,2025-12-04 11:21:36
4498,8861,9909,31.44,google_pay,completed,TXN-00004498,2025-03-27 18:36:27
4499,8773,3163,27.81,credit_card,completed,TXN-00004499,2025-11-11 00:10:16
4500,2574,6005,175.26,debit_card,completed,TXN-00004500,2025-02-03 04:08:19
4501,16704,7550,32.98,paypal,completed,TXN-00004501,2026-01-13 14:44:40
4502,3871,5274,58.56,google_pay,refunded,TXN-00004502,2026-01-15 05:13:44
4503,12130,1904,12.57,google_pay,completed,TXN-00004503,2025-10-06 15:38:24
4504,9347,5391,59.8,paypal,completed,TXN-00004504,2025-05-03 06:38:22
4505,8243,8422,69.99,paypal,completed,TXN-00004505,2026-06-19 12:06:49
4506,1549,1286,105.68,google_pay,completed,TXN-00004506,2026-06-17 04:29:23
4507,44,6474,34.4,credit_card,completed,TXN-00004507,2025-11-22 14:02:30
4508,18042,4727,28.29,paypal,completed,TXN-00004508,2025-10-23 08:18:49
4509,18838,9863,94.66,debit_card,completed,TXN-00004509,2026-02-10 13:07:46
4510,13591,8425,75.56,debit_card,completed,TXN-00004510,2025-07-08 04:13:34
4511,13877,575,49.02,credit_card,completed,TXN-00004511,2025-12-06 15:57:02
4512,13274,147,54.31,paypal,completed,TXN-00004512,2026-06-30 12:05:23
4513,11944,795,91.36,apple_pay,completed,TXN-00004513,2025-04-06 14:38:00
4514,19826,7017,37.63,apple_pay,completed,TXN-00004514,2025-05-04 17:23:38
4515,15725,446,65.89,apple_pay,completed,TXN-00004515,2025-11-11 21:38:48
4516,11402,5476,33.78,google_pay,completed,TXN-00004516,2025-03-07 19:14:23
4517,4634,9161,81.3,credit_card,completed,TXN-00004517,2026-03-26 09:16:09
4518,17379,5629,29.74,debit_card,completed,TXN-00004518,2025-09-12 20:28:07
4519,8465,4004,62.15,google_pay,completed,TXN-00004519,2025-07-05 13:42:44
4520,16561,9268,56.65,debit_card,completed,TXN-00004520,2025-04-05 13:16:33
4521,2576,3213,63.62,paypal,completed,TXN-00004521,2026-01-04 02:52:22
4522,2642,576,64.28,google_pay,completed,TXN-00004522,2026-06-30 07:35:48
4523,3336,3158,109.56,paypal,completed,TXN-00004523,2025-04-30 17:42:53
4524,19970,1067,61.15,paypal,completed,TXN-00004524,2025-06-11 10:07:56
4525,10285,8213,46.68,apple_pay,completed,TXN-00004525,2026-03-16 13:58:45
4526,15584,4309,35.72,credit_card,completed,TXN-00004526,2025-06-06 08:07:23
4527,15498,6792,18.89,paypal,completed,TXN-00004527,2026-05-22 13:35:52
4528,15720,6446,46.99,debit_card,completed,TXN-00004528,2025-03-11 22:36:21
4529,3870,749,52.8,apple_pay,completed,TXN-00004529,2025-04-16 09:03:05
4530,11712,3584,40.49,google_pay,completed,TXN-00004530,2026-07-06 05:06:05
4531,9123,7910,33.98,google_pay,completed,TXN-00004531,2025-04-01 13:49:04
4532,14901,9690,55.57,debit_card,completed,TXN-00004532,2025-10-16 10:07:28
4533,7067,8700,144.29,apple_pay,completed,TXN-00004533,2025-03-22 15:53:51
4534,12994,3265,93.75,paypal,completed,TXN-00004534,2026-01-14 06:45:11
4535,17055,5436,65.49,apple_pay,completed,TXN-00004535,2025-09-04 06:29:41
4536,12932,355,49.67,google_pay,completed,TXN-00004536,2025-06-02 20:54:55
4537,663,8264,65.82,debit_card,completed,TXN-00004537,2025-10-24 02:13:10
4538,4996,5989,114.91,debit_card,failed,TXN-00004538,2026-06-13 07:22:30
4539,14819,4712,22.07,paypal,completed,TXN-00004539,2025-07-31 05:15:42
4540,18176,6134,49.22,google_pay,completed,TXN-00004540,2025-03-31 06:25:56
4541,5589,7867,38.69,google_pay,refunded,TXN-00004541,2026-01-14 16:56:19
4542,13190,3014,76.05,credit_card,completed,TXN-00004542,2025-07-04 12:19:42
4543,4408,7437,44.18,google_pay,completed,TXN-00004543,2025-12-10 14:48:10
4544,16025,7135,78.25,google_pay,completed,TXN-00004544,2026-03-05 10:51:38
4545,16506,1830,38.36,paypal,completed,TXN-00004545,2025-11-26 20:07:59
4546,1799,3595,138.16,apple_pay,completed,TXN-00004546,2026-06-02 02:44:28
4547,3903,709,45.32,debit_card,completed,TXN-00004547,2025-09-19 22:19:48
4548,7600,5589,119.4,debit_card,completed,TXN-00004548,2026-07-27 08:52:53
4549,13047,390,38.86,debit_card,failed,TXN-00004549,2026-01-24 08:22:10
4550,6718,3508,86.29,apple_pay,completed,TXN-00004550,2025-09-07 17:10:46
4551,17186,1762,32.81,paypal,failed,TXN-00004551,2025-09-06 00:39:21
4552,570,544,87.31,debit_card,completed,TXN-00004552,2025-03-15 22:51:54
4553,13760,7955,40.69,credit_card,completed,TXN-00004553,2025-02-27 13:03:07
4554,14469,5194,78.91,paypal,completed,TXN-00004554,2025-07-09 08:23:22
4555,2617,9657,39.21,debit_card,completed,TXN-00004555,2026-01-19 23:56:47
4556,17366,5677,40.71,debit_card,completed,TXN-00004556,2025-02-17 12:37:24
4557,7034,8437,56.21,google_pay,completed,TXN-00004557,2026-05-14 13:45:47
4558,18969,4307,14.13,paypal,completed,TXN-00004558,2025-07-24 00:18:30
4559,7677,9576,22.2,apple_pay,completed,TXN-00004559,2025-01-12 18:09:01
4560,12876,651,82.65,credit_card,completed,TXN-00004560,2026-04-15 07:33:38
4561,10657,2140,73.23,paypal,completed,TXN-00004561,2026-04-01 00:58:21
4562,5467,1248,71.44,apple_pay,completed,TXN-00004562,2025-03-24 06:44:24
4563,14577,1551,63.74,apple_pay,completed,TXN-00004563,2025-02-04 20:02:55
4564,9687,1789,43.32,paypal,failed,TXN-00004564,2025-05-31 19:11:12
4565,9467,8509,72.14,google_pay,completed,TXN-00004565,2026-02-14 11:34:38
4566,7727,3161,113.1,credit_card,completed,TXN-00004566,2025-07-05 00:11:24
4567,5064,5150,24.98,apple_pay,completed,TXN-00004567,2025-09-03 07:43:25
4568,7658,3817,69.48,google_pay,completed,TXN-00004568,2025-07-25 15:37:01
4569,9833,9306,45.1,google_pay,completed,TXN-00004569,2025-06-16 23:21:42
4570,6694,4959,48.63,paypal,completed,TXN-00004570,2026-07-29 06:47:23
4571,17666,4275,89.89,paypal,completed,TXN-00004571,2026-07-02 10:42:42
4572,18694,7053,33.78,credit_card,completed,TXN-00004572,2026-04-08 01:30:16
4573,6156,1302,56.61,google_pay,refunded,TXN-00004573,2025-11-15 07:30:20
4574,9610,4278,29.25,credit_card,completed,TXN-00004574,2025-10-17 11:23:22
4575,5950,9989,28.72,debit_card,completed,TXN-00004575,2026-04-27 17:27:55
4576,2047,3042,62.22,paypal,completed,TXN-00004576,2026-02-14 05:23:59
4577,4183,817,56.25,debit_card,failed,TXN-00004577,2026-04-18 19:38:07
4578,10164,2617,139.98,google_pay,completed,TXN-00004578,2026-05-28 11:19:03
4579,4596,7924,25.07,google_pay,completed,TXN-00004579,2025-11-19 01:12:09
4580,16890,6144,95.63,google_pay,completed,TXN-00004580,2025-04-26 01:47:36
4581,19977,869,85.8,paypal,completed,TXN-00004581,2026-06-14 23:20:52
4582,89,6281,35.76,google_pay,completed,TXN-00004582,2025-07-19 04:27:32
4583,15372,8035,32.3,credit_card,completed,TXN-00004583,2026-02-01 09:48:09
4584,1872,2264,56.65,google_pay,completed,TXN-00004584,2025-01-25 06:19:54
4585,15301,2052,52.56,apple_pay,failed,TXN-00004585,2026-06-08 18:13:21
4586,9639,7573,82.65,google_pay,completed,TXN-00004586,2026-01-18 04:28:52
4587,501,4197,30.2,debit_card,completed,TXN-00004587,2025-02-19 09:48:58
4588,17995,2921,144.25,apple_pay,completed,TXN-00004588,2025-05-04 12:08:56
4589,16464,5496,68.71,google_pay,completed,TXN-00004589,2025-12-27 12:13:45
4590,9456,3170,89.32,apple_pay,completed,TXN-00004590,2025-03-09 06:15:02
4591,3298,1137,72.35,paypal,refunded,TXN-00004591,2026-01-04 14:59:59
4592,6710,2044,32.75,google_pay,completed,TXN-00004592,2026-04-24 09:30:35
4593,10045,991,52.28,google_pay,completed,TXN-00004593,2026-01-30 20:08:45
4594,17986,2072,27.31,apple_pay,completed,TXN-00004594,2026-03-21 20:59:21
4595,19112,7313,106.77,debit_card,completed,TXN-00004595,2025-09-18 14:57:45
4596,4281,6302,37.69,google_pay,completed,TXN-00004596,2026-01-25 00:46:02
4597,1007,1035,52.83,credit_card,completed,TXN-00004597,2025-08-03 06:40:55
4598,4187,8938,90.36,google_pay,completed,TXN-00004598,2026-01-08 11:36:07
4599,12914,1007,41.69,credit_card,completed,TXN-00004599,2025-08-25 10:55:59
4600,8241,4634,41.31,paypal,completed,TXN-00004600,2026-06-01 11:00:53
4601,19721,7290,26.19,paypal,completed,TXN-00004601,2025-01-17 17:17:58
4602,1859,9571,41.2,google_pay,completed,TXN-00004602,2025-11-16 20:54:26
4603,17088,1478,49.67,credit_card,refunded,TXN-00004603,2026-05-31 12:07:49
4604,16647,7558,45.75,paypal,completed,TXN-00004604,2025-03-10 02:35:25
4605,19593,6251,62.78,paypal,failed,TXN-00004605,2026-01-05 05:06:29
4606,16140,7708,10.59,credit_card,completed,TXN-00004606,2025-06-16 03:41:31
4607,12506,7375,29.37,credit_card,failed,TXN-00004607,2025-04-30 20:38:17
4608,1392,3957,67.02,debit_card,completed,TXN-00004608,2026-01-15 04:07:38
4609,16928,4624,35.77,credit_card,completed,TXN-00004609,2025-04-11 01:58:37
4610,7566,6995,82.39,debit_card,completed,TXN-00004610,2026-01-23 11:35:25
4611,4728,2606,31.45,google_pay,completed,TXN-00004611,2026-06-19 13:39:28
4612,143,916,61.79,apple_pay,completed,TXN-00004612,2025-01-31 12:36:42
4613,14457,9523,72.33,debit_card,completed,TXN-00004613,2025-10-30 11:43:42
4614,7345,3853,90.18,credit_card,completed,TXN-00004614,2025-02-14 23:59:48
4615,2583,2437,107.36,google_pay,completed,TXN-00004615,2026-06-16 14:24:50
4616,11637,4183,83.01,debit_card,completed,TXN-00004616,2025-12-13 04:50:21
4617,8921,1180,69.49,apple_pay,completed,TXN-00004617,2026-01-14 07:25:35
4618,15299,4538,66.33,google_pay,completed,TXN-00004618,2025-06-10 11:13:10
4619,16302,5302,71.32,paypal,completed,TXN-00004619,2025-11-04 14:14:50
4620,17644,8983,133.86,debit_card,completed,TXN-00004620,2026-01-10 05:45:00
4621,14821,3584,56.08,apple_pay,completed,TXN-00004621,2026-03-17 18:32:03
4622,11279,5210,36.79,paypal,completed,TXN-00004622,2026-01-28 02:38:39
4623,4808,6069,115.69,google_pay,completed,TXN-00004623,2026-03-12 06:36:30
4624,17682,8205,123.25,debit_card,completed,TXN-00004624,2025-08-13 02:44:07
4625,15588,5630,73.13,paypal,completed,TXN-00004625,2025-05-25 13:19:22
4626,11840,1002,87.63,credit_card,completed,TXN-00004626,2025-09-11 00:23:31
4627,4421,9435,63.6,credit_card,completed,TXN-00004627,2025-10-03 12:36:57
4628,7078,64,25.42,paypal,refunded,TXN-00004628,2026-03-30 22:48:52
4629,19209,5394,65.86,apple_pay,completed,TXN-00004629,2026-07-24 08:09:44
4630,3529,2641,17.7,credit_card,completed,TXN-00004630,2026-06-17 04:45:35
4631,470,6643,54.94,apple_pay,completed,TXN-00004631,2025-07-03 12:12:32
4632,15746,4087,38.23,google_pay,completed,TXN-00004632,2025-04-17 14:50:28
4633,17850,20,52.65,google_pay,completed,TXN-00004633,2026-03-04 12:45:47
4634,8792,7078,161.86,apple_pay,completed,TXN-00004634,2026-02-02 06:14:48
4635,5736,4468,65.53,paypal,completed,TXN-00004635,2025-10-30 23:07:29
4636,17276,8426,39.44,google_pay,completed,TXN-00004636,2026-06-27 06:11:00
4637,182,6635,90.57,paypal,failed,TXN-00004637,2025-06-20 04:43:06
4638,2644,1218,82.07,google_pay,completed,TXN-00004638,2025-05-14 11:56:05
4639,6607,2428,49.41,credit_card,completed,TXN-00004639,2025-07-27 23:12:40
4640,6609,427,90.94,apple_pay,completed,TXN-00004640,2026-02-15 17:53:29
4641,14498,9975,41.71,apple_pay,completed,TXN-00004641,2025-08-17 13:17:12
4642,11897,8976,43.82,google_pay,completed,TXN-00004642,2026-04-04 22:39:20
4643,5163,7172,62.61,google_pay,completed,TXN-00004643,2025-06-19 00:51:03
4644,791,3980,15.36,apple_pay,completed,TXN-00004644,2025-12-12 14:37:37
4645,3029,1710,122.93,paypal,completed,TXN-00004645,2025-08-09 23:33:30
4646,11643,9137,64.74,apple_pay,completed,TXN-00004646,2025-10-26 14:17:01
4647,4802,2448,13.03,google_pay,completed,TXN-00004647,2025-02-05 06:09:40
4648,1824,2270,36.62,apple_pay,completed,TXN-00004648,2025-02-17 18:35:52
4649,19308,6796,57.81,paypal,failed,TXN-00004649,2025-08-17 22:42:48
4650,11491,8165,100.34,debit_card,completed,TXN-00004650,2025-09-28 07:18:59
4651,649,1057,48.34,credit_card,failed,TXN-00004651,2025-01-13 16:43:04
4652,1180,9723,68.13,google_pay,completed,TXN-00004652,2026-03-22 12:36:06
4653,9516,5412,165.04,credit_card,completed,TXN-00004653,2025-11-16 20:12:47
4654,6065,1703,69.36,paypal,completed,TXN-00004654,2025-07-24 10:37:32
4655,3368,2191,71.68,debit_card,completed,TXN-00004655,2025-01-18 01:21:28
4656,2546,9480,85.82,credit_card,completed,TXN-00004656,2026-01-08 06:57:59
4657,17279,3230,31.38,google_pay,completed,TXN-00004657,2025-09-15 12:28:09
