rating_id,ride_id,rider_id,driver_id,rating,comment,rated_at
1743,10501,2867,933,4,Very friendly driver,2025-12-16 09:36:24
1744,3589,9651,1536,5,Could have been better,2025-04-14 14:06:46
1745,17619,1257,5503,5,,2025-12-28 09:14:29
1746,19891,1232,9307,3,,2026-05-23 20:17:52
1747,2023,8070,9486,3,Smooth ride,2025-09-01 00:21:09
1748,17212,2111,8364,5,Very friendly driver,2026-04-07 12:22:34
1749,25,2293,5940,5,Driver was professional,2026-07-21 03:46:14
1750,9264,7474,1080,3,,2025-07-05 07:51:18
1751,11245,181,5593,5,Good experience,2025-06-13 16:53:15
1752,929,4026,1888,4,Good experience,2026-03-31 23:29:55
1753,18542,6251,6225,5,,2026-07-24 11:25:09
1754,16321,5212,5353,5,Great ride,2025-12-10 02:24:36
1755,16770,3752,4637,4,Great ride,2025-11-18 17:36:03
1756,11709,2242,3119,5,On time,2025-02-26 07:17:59
1757,256,6621,3068,5,Great ride,2026-07-29 22:31:46
1758,5162,9384,7438,4,Smooth ride,2025-01-23 16:23:04
1759,2406,9547,2610,3,Very friendly driver,2025-08-28 01:12:20
1760,1776,942,6456,4,Average experience,2025-12-31 23:08:56
1761,11496,5272,9400,4,On time,2025-02-06 12:37:53
1762,17456,2690,5181,4,Average experience,2026-03-26 17:36:36
1763,4749,3593,1658,5,,2025-05-23 08:05:37
1764,450,1007,5457,4,Great ride,2026-07-07 10:35:15
1765,19798,1758,3847,4,,2026-07-04 07:45:08
1766,19243,4220,3388,5,Average experience,2025-10-05 19:41:30
1767,5297,7344,8609,5,On time,2025-05-12 18:31:52
1768,5995,5592,1128,5,,2025-12-24 12:18:33
1769,1887,565,6071,5,Good experience,2026-02-10 19:30:08
1770,7555,6259,1241,5,Average experience,2025-08-23 22:52:21
1771,5501,2227,2199,5,Driver was professional,2025-01-03 07:12:25
1772,19335,6805,4916,5,Average experience,2025-12-27 08:16:20
1773,14079,856,5371,5,Very friendly driver,2025-07-08 19:18:35
1774,9371,255,4603,4,Good experience,2025-10-14 20:13:59
1775,15818,7135,159,5,Could have been better,2026-04-22 05:12:57
1776,14253,9678,7680,5,Good experience,2025-10-02 08:52:12
1777,6633,4560,2622,5,Driver was professional,2026-05-08 06:05:53
1778,14035,6636,415,5,Average experience,2025-12-03 08:33:02
1779,9139,7193,8332,5,Average experience,2025-05-14 14:59:15
1780,6076,2080,2766,5,Good experience,2026-01-02 18:09:06
1781,3186,7054,7725,5,Great ride,2025-08-06 01:33:28
1782,7628,3672,4957,4,Clean vehicle,2025-07-03 11:00:02
1783,562,5194,6935,4,Driver was professional,2026-03-11 05:57:21
1784,4368,7062,5344,5,On time,2026-07-10 06:13:34
1785,5386,5485,2548,5,Very friendly driver,2025-01-28 07:41:26
1786,14396,1935,5353,5,Clean vehicle,2026-05-20 23:22:55
1787,3971,8859,4413,5,Smooth ride,2026-05-19 09:29:14
1788,12011,3604,4184,4,Clean vehicle,2025-11-04 07:14:30
1789,6507,762,2101,4,,2026-01-30 07:16:27
1790,17092,4735,243,5,Could have been better,2025-12-04 11:21:36
1791,17643,5698,1624,5,Great ride,2025-09-11 21:47:57
1792,12057,7486,1592,4,Good experience,2026-04-18 20:28:48
1793,15933,5644,7293,5,Smooth ride,2025-06-26 06:03:06
1794,17226,2618,9483,2,,2025-01-17 15:34:49
1795,307,9263,9380,4,Smooth ride,2025-01-06 18:31:23
1796,19529,1120,9713,4,Very friendly driver,2025-04-22 21:30:12
1797,1890,6080,2879,3,Very friendly driver,2025-05-10 19:40:04
1798,10373,9221,5181,5,,2025-01-11 13:43:30
1799,1455,7472,5968,5,Good experience,2025-11-10 23:08:50
1800,8695,3097,7325,5,Smooth ride,2026-04-24 06:16:27
1801,15838,6129,7238,5,On time,2025-11-02 04:15:33
1802,19169,5000,2223,5,Driver was professional,2025-02-08 20:36:56
1803,2166,1982,784,5,Average experience,2026-02-05 19:44:20
1804,2779,9281,9074,5,Average experience,2026-05-10 22:11:35
1805,6017,5622,9269,5,,2026-03-21 02:10:12
1806,6966,7346,7274,3,Great ride,2025-08-17 09:40:01
1807,19090,5399,7148,4,Clean vehicle,2026-03-22 23:26:13
1808,12226,2230,1477,4,On time,2025-11-01 00:03:04
1809,18740,2037,9107,5,Smooth ride,2025-12-05 15:38:37
1810,974,4070,2674,4,Smooth ride,2025-05-23 01:43:29
1811,19405,381,6871,5,,2025-09-01 21:35:06
1812,8572,5174,1655,5,On time,2026-06-25 22:17:42
1813,13476,9079,4187,4,Smooth ride,2025-06-18 01:14:45
1814,8780,6215,2340,3,Driver was professional,2026-06-27 11:18:04
1815,17762,9304,2456,5,,2026-02-12 05:44:51
1816,9182,2716,4523,5,Driver was professional,2026-05-11 18:01:16
1817,9401,2557,1549,5,Clean vehicle,2026-05-20 07:59:56
1818,15766,762,6567,5,Good experience,2026-07-15 10:51:37
1819,16291,9938,772,5,Very friendly driver,2025-10-16 22:55:55
1820,13509,1368,5766,3,Could have been better,2025-09-11 02:36:05
1821,9821,9372,9181,5,Clean vehicle,2025-10-29 18:40:46
1822,13606,6734,2698,3,Very friendly driver,2025-02-02 12:12:41
1823,18034,9123,1608,4,Smooth ride,2025-04-25 20:41:19
1824,6517,8589,3679,5,Driver was professional,2025-01-30 14:12:11
1825,17055,5436,4181,5,Very friendly driver,2025-09-04 06:29:41
1826,15518,1139,6341,5,,2025-03-14 02:51:46
1827,6999,4711,9050,4,Very friendly driver,2025-07-27 11:40:25
1828,18939,882,7685,5,,2025-03-13 18:25:57
1829,11757,2453,9196,4,On time,2025-02-24 12:17:41
1830,18544,4014,5414,5,Great ride,2026-06-29 10:45:54
1831,6980,3965,3222,5,Great ride,2025-11-13 18:06:13
1832,6370,8284,3018,5,Average experience,2026-04-03 16:39:23
1833,16695,8661,3112,5,Very friendly driver,2025-06-08 22:47:27
1834,2747,5955,1890,4,Great ride,2025-06-29 07:15:23
1835,16972,9698,5728,5,Clean vehicle,2025-08-18 15:55:21
1836,2475,2121,5156,5,On time,2025-06-23 00:47:13
1837,1517,9676,4617,5,Good experience,2025-03-26 16:17:26
1838,11853,9602,1655,5,Average experience,2026-04-14 03:06:20
1839,4909,6112,4128,5,Good experience,2025-07-21 03:41:40
1840,5322,9077,5401,5,On time,2025-05-20 19:33:39
1841,18838,9863,1712,4,Clean vehicle,2026-02-10 13:07:46
1842,1628,2986,8386,5,,2025-05-13 22:17:21
1843,578,5496,4136,3,On time,2025-08-20 18:11:14
1844,8002,709,5650,5,Great ride,2025-12-28 16:24:47
1845,9964,8600,7019,4,On time,2025-10-08 18:51:23
1846,18616,4948,5676,5,,2026-06-02 11:51:24
1847,17613,1968,8096,5,Could have been better,2025-06-28 12:12:38
1848,4401,3571,1090,5,Could have been better,2025-07-28 15:24:37
1849,13300,9392,4106,5,Driver was professional,2026-03-02 18:58:54
1850,2018,9295,6780,5,Smooth ride,2026-03-08 14:09:05
1851,6608,258,1628,4,Could have been better,2026-02-11 03:42:20
1852,9593,9040,5061,5,On time,2026-07-29 18:37:12
1853,9656,3354,7826,4,Great ride,2025-03-15 13:34:11
1854,19485,4433,9218,5,Average experience,2026-04-03 06:49:48
1855,9958,9774,8640,4,Smooth ride,2026-05-03 23:53:11
1856,8275,9298,1392,5,,2025-04-18 02:34:24
1857,12565,8203,4413,5,Very friendly driver,2026-06-27 11:11:30
1858,19473,1717,2539,5,Clean vehicle,2025-12-11 08:17:08
1859,14644,8974,8692,5,Average experience,2026-01-02 19:51:36
1860,6335,7594,6383,5,Good experience,2025-11-29 21:34:26
1861,9053,2248,6335,5,Clean vehicle,2025-06-03 03:17:09
1862,18257,3661,1892,3,Could have been better,2025-01-13 05:58:03
1863,9910,9758,3386,5,Clean vehicle,2026-05-12 22:51:27
1864,15531,9900,385,4,Good experience,2026-01-27 22:27:45
1865,16915,8372,3233,5,Very friendly driver,2026-07-29 00:57:16
1866,8738,9863,5923,5,Smooth ride,2026-06-21 05:26:05
1867,7033,3337,591,5,,2026-02-09 16:26:57
1868,2684,3923,8940,5,Could have been better,2026-01-26 21:41:27
1869,246,5059,5831,4,Great ride,2026-01-26 18:30:41
1870,19720,347,1787,2,Driver was professional,2026-02-28 21:30:00
1871,15032,1129,716,5,Good experience,2026-04-29 18:56:19
1872,19890,7884,8197,5,Driver was professional,2025-01-21 10:06:16
1873,8291,457,2978,5,,2025-06-30 10:25:41
1874,8122,4132,6042,4,,2025-06-14 08:40:37
1875,6277,4232,9525,5,Driver was professional,2025-06-16 15:03:22
1876,7680,7058,4523,5,Average experience,2025-03-11 22:36:09
1877,14744,7131,7602,5,Smooth ride,2026-03-13 14:26:21
1878,7643,647,8326,3,Very friendly driver,2025-11-14 08:18:14
1879,14091,8540,5877,3,,2025-07-06 19:34:58
1880,17256,5733,3303,5,Great ride,2025-10-30 19:25:01
1881,387,3890,8467,1,On time,2025-12-11 14:22:41
1882,10313,8497,8060,5,Clean vehicle,2025-01-05 20:38:02
1883,10970,6542,5887,3,On time,2026-06-13 10:12:25
1884,1812,781,5440,5,Very friendly driver,2026-04-20 10:48:47
1885,80,4631,6771,4,On time,2026-05-03 17:44:46
1886,8728,2258,1930,5,Great ride,2025-01-25 20:07:22
1887,13336,1739,6946,5,Average experience,2026-02-26 10:12:58
1888,416,3130,6571,5,Average experience,2025-12-05 12:59:31
1889,4946,3710,9515,5,Smooth ride,2025-06-30 21:28:27
1890,4314,7593,7369,4,Average experience,2025-04-22 12:28:08
1891,2094,7266,4316,4,Clean vehicle,2026-03-04 18:18:19
1892,18588,8392,4199,5,Great ride,2025-06-11 23:14:27
1893,17153,6481,5696,5,Good experience,2025-07-22 19:23:59
1894,4978,8701,9610,2,Clean vehicle,2025-11-24 03:47:55
1895,5165,4428,733,5,Could have been better,2025-05-22 17:46:55
1896,1131,192,9854,5,Good experience,2025-01-22 17:10:15
1897,3275,8138,5092,4,Smooth ride,2026-04-12 02:44:16
1898,11830,5415,9202,5,Great ride,2025-11-11 04:42:44
1899,5398,4816,3567,3,Average experience,2025-02-16 20:38:00
1900,3995,5031,5001,4,On time,2025-01-30 12:44:09
1901,18670,6453,2947,5,Good experience,2025-11-23 09:32:22
1902,9351,3819,5935,5,Good experience,2025-06-04 21:36:49
1903,7895,5213,8752,5,Driver was professional,2025-06-08 20:54:56
1904,12071,8616,5292,5,,2025-09-22 07:51:23
1905,5324,9933,5814,4,Average experience,2025-07-16 13:32:33
1906,4512,9295,5492,5,Driver was professional,2025-05-02 04:38:29
1907,1845,4879,793,4,Driver was professional,2025-11-17 04:30:27
1908,19308,6796,6625,3,Smooth ride,2025-08-17 22:42:48
1909,4659,9415,4940,5,Very friendly driver,2026-05-03 06:52:57
1910,4141,2669,4013,5,,2025-04-05 17:10:36
1911,8347,9723,6783,4,Driver was professional,2025-11-04 16:31:03
1912,16040,9912,4520,4,Good experience,2025-10-25 20:28:25
1913,7617,7577,8033,4,Great ride,2026-01-05 14:49:19
1914,11254,7618,2332,4,Clean vehicle,2025-12-08 12:15:13
1915,5028,865,2987,4,Could have been better,2026-01-17 18:18:15
1916,12204,5397,9262,5,Clean vehicle,2025-10-29 00:45:52
1917,3276,1210,5167,5,Good experience,2026-02-03 11:56:29
1918,13970,2444,3061,5,Very friendly driver,2025-10-08 10:04:08
1919,10602,9406,1235,5,Average experience,2026-02-12 15:17:48
1920,6897,1016,6627,5,Very friendly driver,2025-06-13 04:33:54
1921,10756,773,1226,4,Average experience,2025-04-19 21:51:32
1922,19617,1136,7246,5,Clean vehicle,2026-02-26 05:22:50
1923,5634,6640,1470,3,Driver was professional,2025-04-16 02:09:13
1924,5338,7099,9334,5,Could have been better,2025-05-06 17:18:19
1925,13925,5383,7468,4,Great ride,2025-07-19 07:40:35
1926,15127,7375,1981,3,Clean vehicle,2025-03-18 12:39:51
1927,13802,5847,5170,5,,2025-08-16 07:47:33
1928,7427,4610,5344,5,Great ride,2025-01-12 20:26:07
1929,8824,8101,6070,5,Clean vehicle,2025-12-16 17:16:45
1930,5613,346,7795,1,Great ride,2025-02-05 14:12:34
1931,15220,9923,8215,1,Good experience,2026-06-21 14:59:58
1932,1058,3226,4141,5,,2026-01-16 21:21:07
1933,12356,4096,1370,5,Clean vehicle,2025-12-09 17:25:39
1934,7464,9696,9421,5,Great ride,2025-03-23 02:41:54
1935,1041,7573,9572,2,Clean vehicle,2025-12-17 01:38:11
1936,1141,5069,299,4,Great ride,2025-12-15 15:22:36
1937,5813,1083,2766,3,,2026-07-24 11:46:12
1938,15323,204,5217,5,On time,2026-05-25 18:40:26
1939,434,948,4669,5,On time,2026-02-13 23:39:14
1940,1119,4905,229,3,Smooth ride,2026-07-20 11:36:12
1941,16531,3792,9873,5,On time,2025-06-01 08:13:43
1942,7315,4576,9379,5,Very friendly driver,2025-06-30 16:13:49
1943,2470,1485,1772,5,Average experience,2025-02-05 05:55:46
1944,2601,1506,2725,5,Good experience,2026-05-07 15:24:30
1945,19979,4394,4090,4,Very friendly driver,2025-06-06 18:24:47
1946,19541,4586,3510,5,Driver was professional,2026-01-20 04:04:12
1947,3143,2694,610,5,Clean vehicle,2025-12-10 06:01:35
1948,15380,1449,9376,4,Great ride,2026-03-01 22:56:13
1949,19307,9320,75,5,Good experience,2025-09-18 04:42:56
1950,8493,6599,9955,5,Driver was professional,2025-09-27 17:46:18
1951,1634,7969,728,4,Great ride,2025-06-04 18:35:48
1952,12874,9326,7171,5,Could have been better,2026-01-25 11:45:23
1953,1084,6543,2615,4,Driver was professional,2025-05-08 02:20:55
1954,15967,6053,8640,5,Good experience,2025-11-25 09:25:42
1955,7472,9209,6315,4,Great ride,2025-12-23 02:11:07
1956,9912,4767,3723,4,Good experience,2025-05-29 14:02:46
1957,16224,1555,4939,5,Driver was professional,2025-02-24 00:34:12
1958,14328,6381,1425,5,Clean vehicle,2026-05-10 14:42:03
1959,7228,221,2823,5,Very friendly driver,2025-06-17 08:51:48
1960,17312,428,8862,4,Clean vehicle,2025-02-02 12:59:02
1961,11423,6176,9133,4,Great ride,2026-05-11 08:54:22
1962,9467,8509,7785,4,Good experience,2026-02-14 11:34:38
1963,10947,9666,3907,5,Clean vehicle,2026-04-04 11:43:31
1964,1245,5745,8202,5,Good experience,2026-04-26 12:56:02
1965,18606,2401,5061,5,Smooth ride,2025-01-06 00:17:19
1966,7944,8581,9653,5,Good experience,2026-04-28 03:44:32
1967,5041,2227,5874,5,Very friendly driver,2026-04-05 19:24:39
1968,10731,4401,9400,5,,2025-11-01 17:30:38
1969,2182,9689,3112,4,Clean vehicle,2025-11-17 17:14:48
1970,7592,2375,9182,4,On time,2026-05-03 20:25:13
1971,3220,7517,3304,5,Very friendly driver,2025-10-13 05:56:02
1972,11251,9976,1981,5,Could have been better,2026-04-23 03:40:07
1973,7705,1268,1883,5,Clean vehicle,2025-06-01 06:22:31
1974,11137,1074,9905,5,On time,2025-11-13 00:18:36
1975,5669,562,2836,3,Very friendly driver,2026-04-17 08:19:41
1976,4884,1417,5044,5,Great ride,2026-06-28 08:27:42
1977,13037,1864,7541,5,Great ride,2026-06-13 22:03:36
1978,14279,6402,6570,5,Very friendly driver,2025-08-12 15:55:37
1979,11144,1476,8879,5,Average experience,2025-04-12 11:36:55
1980,6224,7985,9779,1,Could have been better,2026-04-02 09:20:57
1981,18627,4260,7278,5,Smooth ride,2026-01-15 20:36:48
1982,18683,2329,5696,5,Great ride,2025-12-25 01:28:14
1983,3249,1718,1252,5,Average experience,2025-05-06 00:23:03
1984,11711,1967,8159,2,Great ride,2026-07-26 16:03:13
1985,15613,37,600,5,Could have been better,2026-01-13 07:43:04
1986,15816,2300,401,5,Good experience,2026-04-20 15:29:41
1987,15844,2080,4520,4,,2026-05-04 07:35:10
1988,17374,1616,5647,5,Driver was professional,2025-03-15 01:07:01
1989,2509,9346,5324,4,Very friendly driver,2025-08-02 15:43:39
1990,3910,4712,8116,3,Good experience,2025-12-16 13:17:59
1991,4779,9109,557,4,Clean vehicle,2026-01-01 03:24:27
1992,10819,5424,5657,4,Average experience,2025-12-16 06:32:54
1993,19844,5455,4337,3,Could have been better,2025-04-19 06:12:33
1994,16106,7659,6133,5,Good experience,2025-02-15 14:25:15
1995,16187,3579,2062,4,Smooth ride,2026-04-13 18:59:57
1996,19880,1056,6150,5,Driver was professional,2025-08-10 18:44:10
1997,3340,1113,3959,4,Could have been better,2026-06-21 18:12:57
1998,8788,1218,7111,4,Good experience,2025-06-15 17:14:54
1999,16397,2538,4313,2,Driver was professional,2025-11-14 06:46:38
2000,5012,2673,4565,4,On time,2025-07-08 15:22:11
2001,4623,7441,1580,5,Good experience,2025-07-28 22:06:16
2002,1453,3543,3613,4,On time,2025-08-21 15:41:38
2003,17391,740,7675,5,Very friendly driver,2026-03-04 21:48:47
2004,18876,1113,1252,5,,2026-06-23 11:59:09
2005,3746,3759,8514,4,,2025-12-06 23:26:11
2006,11886,8942,7245,5,Good experience,2026-07-11 01:02:12
2007,14746,2208,6240,4,Clean vehicle,2026-01-03 17:14:13
2008,18155,9041,8749,3,Smooth ride,2025-03-22 14:19:39
2009,12220,9672,5657,4,,2025-12-25 00:08:40
2010,3095,85,3946,3,,2025-05-03 18:53:14
2011,6198,2401,7692,3,On time,2025-01-10 19:19:11
2012,12343,3019,4327,5,Very friendly driver,2025-12-07 18:47:30
2013,5750,9970,4902,5,Good experience,2026-07-24 20:09:29
2014,9538,942,1382,5,Very friendly driver,2025-06-05 20:56:03
2015,1611,4432,2869,5,Smooth ride,2025-07-11 02:58:00
2016,19752,4914,8200,4,,2025-09-02 09:41:26
2017,15128,9211,4704,5,Average experience,2026-02-26 14:46:25
2018,8571,1381,7508,4,Clean vehicle,2025-07-11 18:52:57
2019,15837,1253,54,5,Smooth ride,2026-03-27 05:31:49
2020,10990,1760,76,4,Very friendly driver,2025-01-07 07:14:05
2021,2906,9833,3776,5,Good experience,2026-05-03 02:16:34
2022,6743,1577,3116,5,Clean vehicle,2025-05-29 09:04:38
2023,11714,5012,7171,5,Smooth ride,2025-09-06 17:24:15
2024,5286,6062,9748,5,On time,2026-05-20 01:15:01
2025,19015,5816,4358,3,Smooth ride,2025-09-10 05:24:51
2026,4224,835,6035,5,Good experience,2026-01-07 02:05:31
2027,870,9809,5092,5,Could have been better,2025-10-31 02:28:37
2028,1061,4379,2980,5,On time,2025-05-15 20:11:31
2029,2854,3646,6690,3,Could have been better,2025-02-05 22:39:52
2030,18704,8147,494,5,Could have been better,2026-07-02 23:36:37
2031,10208,8490,535,3,Good experience,2026-05-03 13:43:57
2032,1706,5389,8603,4,Could have been better,2025-05-30 21:28:21
2033,3167,4875,2590,5,Very friendly driver,2025-11-28 12:51:21
2034,606,6347,7634,3,Good experience,2026-05-13 22:30:32
2035,438,2991,9202,5,Driver was professional,2026-03-06 02:01:03
2036,13992,7077,4564,5,Good experience,2026-04-02 06:05:54
2037,8389,2416,3736,5,Driver was professional,2025-04-10 19:00:13
2038,9096,9839,5139,3,Clean vehicle,2026-05-13 04:12:21
2039,141,9959,4012,2,Good experience,2026-02-02 02:44:16
2040,11871,4310,8742,3,Good experience,2025-02-03 17:17:29
2041,12850,922,6786,3,,2025-12-20 17:33:52
2042,5960,6846,2838,5,Very friendly driver,2025-02-04 22:29:09
2043,12919,7929,1504,4,Very friendly driver,2025-03-22 17:41:35
2044,7207,540,2446,4,Driver was professional,2026-07-07 17:33:29
2045,6623,1758,1973,5,,2026-06-04 00:03:06
2046,13235,2227,4368,5,Smooth ride,2025-06-09 23:52:07
2047,17265,7665,8386,5,Could have been better,2025-05-02 07:19:24
2048,887,5467,8698,5,Average experience,2025-04-02 19:45:25
2049,1826,6652,862,4,Driver was professional,2025-09-25 20:36:13
2050,4936,6536,7260,5,Smooth ride,2026-06-28 21:55:02
2051,12699,580,509,5,Could have been better,2025-09-07 09:56:58
2052,5225,7463,9157,5,On time,2026-01-08 03:22:23
2053,18044,4973,1098,5,Good experience,2025-03-18 10:09:08
2054,13502,4415,2577,5,Very friendly driver,2025-07-01 17:00:59
2055,12062,380,4694,3,Very friendly driver,2026-02-19 11:42:08
2056,4323,8098,2188,5,Could have been better,2025-11-30 00:44:58
2057,3745,4831,5364,4,Average experience,2026-03-12 10:52:18
2058,16056,8619,4487,4,,2025-08-03 05:12:18
2059,268,2902,2145,5,Very friendly driver,2025-09-21 13:08:06
2060,16843,4394,4375,4,On time,2026-06-05 04:17:33
2061,14099,6378,7145,5,Very friendly driver,2025-09-13 05:24:06
2062,8937,695,7703,4,Average experience,2025-01-10 08:24:32
2063,19284,2572,9871,5,Average experience,2026-02-14 18:46:56
2064,3574,2845,9509,4,Average experience,2025-11-06 09:37:55
2065,7494,872,4074,5,Smooth ride,2025-08-24 11:06:15
2066,15822,1363,3259,1,Average experience,2025-04-03 09:30:21
2067,19647,6953,1626,5,Smooth ride,2025-04-04 18:03:34
2068,8206,4236,7392,5,Average experience,2025-03-05 23:43:01
2069,9002,1300,5376,5,Clean vehicle,2025-04-09 14:51:31
2070,9270,3575,9174,4,Great ride,2026-06-14 13:17:17
2071,15106,4591,7405,5,Clean vehicle,2025-10-21 18:04:24
2072,18222,2346,7913,4,Good experience,2026-01-23 14:33:06
2073,6646,4279,9169,4,Smooth ride,2026-02-14 02:36:37
2074,15624,12,3534,4,Great ride,2026-03-12 01:15:19
2075,19172,2929,6895,4,Good experience,2026-03-29 00:27:15
2076,4452,9436,6752,5,Smooth ride,2025-05-14 03:11:04
2077,12854,9776,3233,3,,2026-07-04 19:59:54
2078,775,8572,2834,5,Driver was professional,2025-04-25 21:51:27
2079,10593,3865,259,5,Smooth ride,2026-02-22 02:42:02
2080,15952,9281,5488,3,Great ride,2025-08-13 23:26:13
2081,18509,3666,6119,4,Great ride,2025-11-22 16:06:32
2082,13706,7391,4899,5,Could have been better,2025-12-25 12:23:15
2083,14949,2644,8733,5,Clean vehicle,2025-04-09 07:14:06
2084,6223,5652,2521,5,Average experience,2026-01-14 23:21:43
2085,5177,3238,307,5,Smooth ride,2025-04-04 17:05:49
2086,18664,2830,2729,5,Good experience,2025-01-24 23:42:21
2087,19033,9422,3186,2,,2025-11-13 05:26:14
2088,271,3575,1324,5,Smooth ride,2025-01-22 21:12:26
2089,14874,3966,6930,2,Good experience,2025-03-07 11:23:46
2090,8468,9986,4335,5,,2025-11-16 22:43:28
2091,17809,3615,7534,5,On time,2026-05-03 23:08:11
2092,5535,7921,5120,5,Clean vehicle,2026-05-23 01:28:58
2093,17003,2909,371,5,Good experience,2025-05-15 06:13:15
2094,18904,5433,9083,4,On time,2025-03-07 19:41:49
2095,4503,8145,6670,5,Average experience,2025-01-06 10:29:00
2096,15611,213,8563,4,,2025-01-17 05:42:34
2097,15159,9925,7372,5,Good experience,2025-08-11 22:46:44
2098,2835,2314,7742,5,,2025-05-29 19:43:05
2099,18366,6159,1961,5,,2026-02-16 00:38:38
2100,14885,4324,4052,1,Clean vehicle,2025-08-21 12:48:17
2101,910,8935,9188,5,Smooth ride,2026-03-25 07:44:00
2102,9013,951,2565,5,Could have been better,2026-02-25 19:44:01
2103,652,183,7502,4,Average experience,2025-02-08 10:20:27
2104,12496,7655,5795,5,On time,2026-01-16 22:34:58
2105,4671,5747,3510,5,Good experience,2026-07-24 11:21:49
2106,6769,6652,44,5,Good experience,2025-01-27 09:29:14
2107,7027,996,97,3,Very friendly driver,2026-02-07 10:01:58
2108,18409,6392,5537,4,Smooth ride,2026-03-15 02:06:05
2109,1067,502,9568,5,Average experience,2025-01-15 00:04:39
2110,14156,2675,7386,5,Could have been better,2025-07-25 03:00:00
2111,14753,1218,3589,5,On time,2026-07-10 14:46:16
2112,3521,814,7989,5,Driver was professional,2026-04-13 16:22:54
2113,10018,5437,4416,5,Average experience,2025-08-31 21:37:04
2114,6569,5162,8576,4,Could have been better,2025-10-29 14:07:53
2115,9792,2469,2372,5,,2025-09-22 00:14:27
2116,19204,6622,4495,5,Could have been better,2025-01-03 01:22:35
2117,11515,1424,6506,5,Smooth ride,2025-06-29 07:54:44
2118,17304,139,5943,5,Very friendly driver,2026-05-13 10:29:15
2119,18208,2777,7934,4,Great ride,2026-07-03 05:46:03
2120,10308,6583,2291,4,Average experience,2025-07-13 22:02:59
2121,14182,18,8939,5,,2025-10-22 12:16:35
2122,4091,341,8875,4,Smooth ride,2026-05-05 13:42:25
2123,15996,1498,8356,4,Great ride,2025-03-26 06:27:27
2124,507,8323,8491,2,On time,2025-01-15 16:44:19
2125,11049,4035,782,5,On time,2025-05-10 01:41:10
2126,6249,4053,4935,4,Smooth ride,2025-12-29 09:59:52
2127,7651,9581,4527,4,Good experience,2025-11-24 15:54:55
2128,10273,2986,7019,5,Could have been better,2026-05-16 17:32:41
2129,13690,5191,3613,5,Very friendly driver,2026-06-02 15:22:11
2130,12144,6923,4422,4,Driver was professional,2025-05-13 04:28:09
2131,8591,5357,5689,5,Good experience,2025-03-10 02:17:22
2132,9894,2520,4353,5,Clean vehicle,2025-02-16 03:25:32
2133,13754,7118,4553,5,Very friendly driver,2025-09-27 22:39:46
2134,16366,1222,9557,5,On time,2026-05-23 09:23:07
2135,5967,883,6895,4,Average experience,2025-03-01 11:46:41
2136,18028,2384,8191,5,On time,2025-08-18 22:15:46
2137,11009,5124,3679,5,Very friendly driver,2025-12-22 11:05:56
2138,13450,348,415,5,Driver was professional,2025-08-25 19:20:56
2139,16727,8470,5870,4,Good experience,2025-10-24 20:15:37
2140,11488,9832,5940,5,Driver was professional,2026-03-06 16:03:18
2141,7945,4820,5225,5,Could have been better,2025-01-30 07:10:10
2142,9603,8041,4198,5,Driver was professional,2025-02-28 10:31:24
2143,18092,6668,4476,5,Very friendly driver,2026-07-29 10:12:02
2144,6824,5592,4060,3,Great ride,2025-08-01 08:23:03
2145,4310,1084,932,5,Smooth ride,2026-01-30 01:47:55
2146,13977,9938,1655,5,,2025-06-06 22:29:58
2147,16034,6283,855,5,Good experience,2026-02-11 00:04:52
2148,16473,5587,2871,5,Very friendly driver,2026-04-15 21:13:55
2149,19063,7503,4636,5,Very friendly driver,2025-07-14 13:48:35
2150,7557,5255,8086,4,Good experience,2025-06-05 23:21:29
2151,13995,6155,3253,5,,2026-07-20 13:03:22
2152,8686,4070,950,5,Could have been better,2025-04-29 15:52:35
2153,4421,9435,4800,4,Smooth ride,2025-10-03 12:36:57
2154,4274,9153,5901,4,Smooth ride,2026-07-10 00:08:07
2155,6127,8279,4348,5,Smooth ride,2025-11-08 03:14:34
2156,2273,7277,4906,5,Clean vehicle,2025-04-07 07:41:28
2157,16336,7324,8561,5,Average experience,2025-06-09 11:30:58
2158,4816,7871,4350,5,Clean vehicle,2026-03-31 14:45:47
2159,10057,30,6496,5,Smooth ride,2026-01-02 17:53:58
2160,10846,1487,3011,5,,2025-06-27 07:36:25
2161,13693,4483,1696,3,Good experience,2025-03-19 16:52:34
2162,1473,1009,2339,3,On time,2026-01-09 12:14:59
2163,10227,8473,9218,5,Driver was professional,2025-05-20 14:16:09
2164,19578,5428,7179,5,Good experience,2026-02-16 03:48:22
2165,3307,9537,8208,3,Very friendly driver,2025-03-01 01:38:02
2166,6305,3483,8149,5,Could have been better,2026-07-30 05:51:44
2167,7618,9943,8566,5,Good experience,2025-09-22 18:29:36
2168,4054,4071,9421,4,Great ride,2026-04-05 21:30:55
2169,13464,7560,2288,5,On time,2025-07-25 13:44:20
2170,1156,707,2010,1,On time,2025-10-16 18:09:20
2171,10642,3041,1919,3,On time,2025-09-29 23:52:30
2172,2803,9750,7509,5,Average experience,2025-03-21 18:14:27
2173,8131,8961,3771,5,Smooth ride,2026-02-03 16:35:18
2174,16933,2675,1529,5,Good experience,2026-01-03 00:03:52
2175,11521,294,9948,1,Clean vehicle,2025-11-07 16:02:01
2176,1976,8403,1235,5,,2026-01-09 08:27:23
