ride_id,rider_id,driver_id,requested_at,pickup_time,dropoff_time,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,distance_km,fare,surge_multiplier,status,cancellation_reason
1480,1193,8230,2025-07-23 03:55:50,2025-07-23 04:01:50,2025-07-23 04:30:50,43.899273,-70.357022,43.621639,-68.999406,25.2,114.5,2.0,completed,
1481,696,7493,2025-06-03 14:33:16,2025-06-03 14:42:16,2025-06-03 15:13:16,43.490998,-69.920995,43.474078,-73.684771,28.47,63.67,1.0,completed,
1482,8156,3812,2025-03-29 10:06:35,2025-03-29 10:09:35,2025-03-29 10:43:35,44.004222,-78.183537,44.625865,-64.757827,36.24,117.48,1.5,completed,
1483,5390,7196,2025-10-23 03:57:47,2025-10-23 04:07:47,2025-10-23 04:53:47,44.172157,-65.807661,43.96087,-68.491753,15.27,68.73,1.5,completed,
1484,8185,2828,2025-12-28 07:09:14,2025-12-28 07:22:14,2025-12-28 08:20:14,44.336101,-66.62758,44.826617,-71.359796,24.91,80.27,1.2,completed,
1485,8602,9387,2026-04-10 14:07:19,2026-04-10 14:15:19,2026-04-10 14:47:19,45.343208,-65.876711,43.545806,-68.583164,14.61,39.77,1.0,completed,
1486,7334,4292,2026-02-13 07:52:50,2026-02-13 08:07:50,2026-02-13 08:36:50,43.059522,-78.961672,45.319031,-69.207842,30.2,99.0,1.5,completed,
1487,5886,4003,2025-04-18 17:56:43,2025-04-18 18:10:43,2025-04-18 18:39:43,44.85236,-77.241489,45.027854,-78.976903,37.0,77.9,1.0,completed,
1488,6235,3388,2025-09-08 03:57:25,2025-09-08 04:04:25,2025-09-08 04:49:25,44.308083,-68.460679,43.558403,-77.614688,19.58,79.52,1.5,completed,
1489,1980,9896,2025-12-14 15:06:40,2025-12-14 15:18:40,2025-12-14 15:57:40,45.428119,-79.535428,44.77529,-72.369277,8.03,36.84,1.2,completed,
1490,4624,2061,2025-10-12 09:43:37,,,45.325004,-78.487591,44.67538,-67.905558,0,0,1.0,requested,
1491,7159,2368,2025-11-10 07:38:42,,,43.235392,-64.277354,44.346775,-64.387555,0,0,1.0,requested,
1492,7075,4544,2025-12-06 14:40:43,2025-12-06 14:54:43,2025-12-06 15:23:43,43.593751,-76.854647,43.346219,-76.63688,26.27,88.68,1.5,completed,
1493,5713,9463,2025-07-06 13:49:07,2025-07-06 13:56:07,2025-07-06 14:44:07,43.204888,-70.626388,44.830805,-76.311309,10.97,39.0,1.0,completed,
1494,773,1313,2025-05-13 03:41:52,2025-05-13 03:54:52,2025-05-13 04:08:52,43.444635,-73.372009,45.38628,-71.837265,34.98,69.12,1.0,completed,
1495,7799,9225,2026-05-02 14:37:38,2026-05-02 14:48:38,2026-05-02 15:47:38,44.42173,-69.038445,43.606406,-63.721917,9.68,60.88,1.5,completed,
1496,9631,283,2026-04-16 18:34:12,2026-04-16 18:44:12,2026-04-16 19:14:12,44.091364,-76.781401,44.955121,-73.551426,10.53,31.93,1.0,completed,
1497,9337,5926,2025-04-19 00:44:06,2025-04-19 00:55:06,2025-04-19 01:46:06,44.061704,-65.277357,43.941122,-76.16569,24.13,126.16,2.0,completed,
1498,184,6175,2025-08-04 07:49:06,2025-08-04 07:57:06,2025-08-04 08:29:06,45.316698,-69.626705,43.435992,-71.197829,8.94,44.77,1.5,completed,
1499,287,154,2025-05-24 20:54:57,,,43.13782,-67.168011,44.882091,-67.907263,0,0,1.0,cancelled,rider_no_show
1500,4775,375,2026-04-30 18:38:43,,,43.178314,-78.718353,44.673244,-68.547058,0,0,1.0,cancelled,rider_cancelled
1501,2887,5382,2025-03-29 10:08:00,2025-03-29 10:19:00,2025-03-29 10:37:00,44.369963,-75.612172,45.493911,-75.241147,8.87,24.82,1.0,completed,
1502,7615,8042,2025-12-10 02:14:55,2025-12-10 02:17:55,2025-12-10 03:06:55,43.394418,-67.202391,44.703034,-70.658399,31.51,75.29,1.0,completed,
1503,5115,2143,2025-09-28 08:18:18,2025-09-28 08:32:18,2025-09-28 09:26:18,44.778659,-76.138228,43.332484,-68.684606,35.72,101.29,1.2,completed,
1504,2552,6204,2026-07-01 20:32:23,2026-07-01 20:34:23,2026-07-01 21:16:23,43.261512,-74.762552,43.978774,-75.046904,1.63,20.55,1.0,completed,
1505,2641,8313,2025-01-08 18:09:05,2025-01-08 18:16:05,2025-01-08 19:04:05,44.44523,-74.332384,43.56113,-63.939531,34.16,79.58,1.0,completed,
1506,2179,9449,2025-04-14 18:31:06,,,43.90204,-66.375393,43.032635,-76.956748,0,0,1.0,cancelled,rider_no_show
1507,6156,1099,2026-01-28 11:20:55,2026-01-28 11:34:55,2026-01-28 12:13:55,43.968741,-74.36387,45.171991,-78.783531,24.89,120.42,2.0,completed,
1508,9969,9201,2025-02-10 12:57:15,2025-02-10 13:05:15,2025-02-10 13:39:15,44.481438,-69.164199,45.198107,-75.170588,37.23,120.08,1.5,completed,
1509,6505,635,2025-10-24 10:42:52,2025-10-24 10:44:52,2025-10-24 11:13:52,43.361838,-68.835654,44.232381,-74.729868,14.52,38.56,1.0,completed,
1510,1582,5696,2026-01-12 17:13:43,2026-01-12 17:19:43,2026-01-12 18:18:43,44.348592,-64.827229,44.099479,-77.369108,2.51,33.65,1.2,completed,
1511,9054,4686,2026-05-13 10:46:03,2026-05-13 10:54:03,2026-05-13 11:23:03,44.215539,-78.898308,44.111683,-66.349733,22.43,104.8,2.0,completed,
1512,3455,8901,2025-04-08 04:44:47,2025-04-08 04:46:47,2025-04-08 05:37:47,44.698909,-76.470871,43.993518,-64.794674,30.53,111.42,1.5,completed,
1513,5880,1941,2025-06-04 21:51:24,2025-06-04 22:02:24,2025-06-04 22:56:24,43.610977,-68.150263,43.334459,-69.44979,24.1,64.08,1.0,completed,
1514,310,4574,2025-11-16 01:25:01,2025-11-16 01:27:01,2025-11-16 02:01:01,45.029655,-76.99877,44.126138,-64.132397,9.74,31.95,1.0,completed,
1515,4078,2484,2026-04-28 13:33:07,,,45.122615,-68.751326,44.347762,-79.67766,0,0,1.0,in_progress,
1516,2815,8936,2025-01-30 18:44:51,2025-01-30 18:52:51,2025-01-30 19:04:51,45.230627,-69.58139,45.348033,-64.612177,1.35,9.56,1.0,completed,
1517,9676,4617,2025-03-26 16:04:26,2025-03-26 16:06:26,2025-03-26 16:17:26,44.555411,-79.746704,44.560947,-66.815977,36.06,139.91,2.0,completed,
1518,8681,6483,2025-05-12 17:28:37,2025-05-12 17:43:37,2025-05-12 18:14:37,44.044159,-72.374182,45.000839,-65.979857,6.59,25.38,1.0,completed,
1519,4183,7907,2025-07-10 00:15:25,,,45.496016,-66.142078,43.833358,-75.516342,0,0,1.0,in_progress,
1520,4264,6905,2026-07-22 21:42:55,2026-07-22 21:53:55,2026-07-22 22:29:55,44.987415,-63.614719,43.372924,-74.496902,11.14,35.09,1.0,completed,
1521,6836,1399,2026-04-30 21:41:01,,,44.536358,-65.425509,44.885367,-72.814049,0,0,1.0,cancelled,driver_too_far
1522,3754,1313,2026-03-23 02:24:31,2026-03-23 02:32:31,2026-03-23 03:20:31,43.528129,-67.671808,44.96639,-79.31769,33.13,93.33,1.2,completed,
1523,2347,2580,2026-05-15 09:27:53,2026-05-15 09:37:53,2026-05-15 10:14:53,44.677554,-64.166702,44.208731,-66.300299,23.98,57.92,1.0,completed,
1524,7100,4269,2025-03-23 15:21:40,2025-03-23 15:30:40,2025-03-23 15:43:40,44.729383,-73.992666,44.297726,-77.558233,17.79,38.68,1.0,completed,
1525,5850,179,2026-06-12 10:13:16,2026-06-12 10:17:16,2026-06-12 11:17:16,43.481456,-69.006789,44.788275,-68.99437,9.37,40.4,1.0,completed,
1526,1737,4838,2025-04-26 17:41:56,2025-04-26 17:53:56,2025-04-26 18:06:56,44.885169,-65.976573,44.559465,-75.074925,31.24,93.33,1.5,completed,
1527,7817,5719,2026-03-22 18:11:49,2026-03-22 18:13:49,2026-03-22 18:52:49,45.212948,-75.94516,43.942868,-69.092912,19.65,51.04,1.0,completed,
1528,6821,8064,2025-12-11 12:33:32,,,44.871377,-69.200767,44.88584,-78.647457,0,0,1.0,cancelled,other
1529,744,3525,2025-04-02 11:50:20,2025-04-02 11:53:20,2025-04-02 12:27:20,44.655757,-66.403248,44.79539,-68.824323,37.11,119.76,1.5,completed,
1530,7294,1265,2025-12-04 12:29:38,2025-12-04 12:37:38,2025-12-04 13:09:38,44.270013,-75.422806,45.219216,-77.188613,37.55,119.87,1.5,completed,
1531,2751,3182,2026-02-16 18:41:59,,,45.433242,-74.836175,43.779075,-78.684856,0,0,1.0,in_progress,
1532,5359,7821,2026-07-21 19:54:36,2026-07-21 20:01:36,2026-07-21 20:25:36,45.307508,-72.328898,43.168317,-64.127883,24.16,53.68,1.0,completed,
1533,928,6066,2025-01-09 02:54:51,2025-01-09 03:00:51,2025-01-09 03:46:51,44.58617,-73.876522,43.481005,-63.534314,28.34,137.39,2.0,completed,
1534,2986,4644,2025-02-25 21:16:09,2025-02-25 21:28:09,2025-02-25 22:28:09,43.185221,-66.296997,43.377819,-66.14085,22.13,62.73,1.0,completed,
1535,6146,1593,2026-06-28 11:11:33,2026-06-28 11:20:33,2026-06-28 12:16:33,43.259845,-73.939673,45.087795,-79.617796,2.55,40.59,1.5,completed,
1536,644,6746,2025-04-10 08:27:59,2025-04-10 08:36:59,2025-04-10 09:05:59,43.176993,-65.499679,43.7278,-67.675988,20.99,49.88,1.0,completed,
1537,622,8831,2025-11-26 23:23:27,2025-11-26 23:25:27,2025-11-26 23:51:27,45.427069,-75.107622,43.735844,-78.120599,22.5,102.95,2.0,completed,
1538,9392,1930,2026-01-26 09:35:52,,,44.953585,-77.515951,43.653926,-77.194411,0,0,1.0,cancelled,rider_no_show
1539,6248,8586,2026-02-27 17:47:18,2026-02-27 18:02:18,2026-02-27 18:34:18,45.018837,-75.175367,45.18091,-72.046116,37.68,96.17,1.2,completed,
1540,7822,3835,2026-02-12 14:43:48,2026-02-12 14:57:48,2026-02-12 15:11:48,43.804112,-74.909116,44.37862,-69.663965,13.31,46.79,1.5,completed,
1541,8776,3081,2025-06-10 02:19:29,,,43.879232,-70.368785,43.495685,-75.633027,0,0,1.0,in_progress,
1542,9224,7620,2025-05-26 06:29:06,2025-05-26 06:34:06,2025-05-26 07:14:06,44.22176,-73.323948,43.631954,-67.65035,21.79,82.7,1.5,completed,
1543,8943,4746,2025-12-02 20:09:16,2025-12-02 20:23:16,2025-12-02 21:07:16,44.875957,-69.558981,43.454109,-69.259993,27.05,65.74,1.0,completed,
1544,5308,5607,2026-02-08 05:42:31,2026-02-08 05:46:31,2026-02-08 06:12:31,44.106275,-66.074533,43.181974,-78.284542,19.28,68.76,1.5,completed,
1545,8673,3921,2025-11-21 21:12:03,2025-11-21 21:21:03,2025-11-21 22:07:03,43.259833,-68.623153,45.041422,-72.736941,17.47,49.67,1.0,completed,
1546,7158,4006,2026-07-04 10:01:54,2026-07-04 10:07:54,2026-07-04 10:41:54,44.970083,-77.596844,43.886396,-68.92932,25.48,59.49,1.0,completed,
1547,4518,8247,2026-04-02 04:09:40,2026-04-02 04:23:40,2026-04-02 04:59:40,44.560861,-71.185361,45.147889,-68.805919,13.19,38.68,1.0,completed,
1548,8371,3116,2025-11-05 17:36:01,2025-11-05 17:51:01,2025-11-05 18:09:01,45.49308,-63.781432,43.779746,-75.371684,25.06,63.79,1.2,completed,
1549,1286,5040,2026-06-17 03:30:23,2026-06-17 03:41:23,2026-06-17 04:29:23,45.067455,-70.421259,45.317599,-75.346049,18.88,105.68,2.0,completed,
1550,7247,5038,2026-06-25 20:20:55,2026-06-25 20:23:55,2026-06-25 20:44:55,45.232635,-72.394565,45.044616,-78.427074,2.51,22.11,1.5,completed,
1551,5918,3959,2025-03-22 02:07:08,,,45.297087,-75.691785,43.072145,-65.952112,0,0,1.0,cancelled,rider_cancelled
1552,2865,5006,2025-04-16 00:39:52,,,43.552581,-76.958887,45.485332,-73.187215,0,0,1.0,requested,
1553,8164,6731,2025-05-28 22:47:10,2025-05-28 22:49:10,2025-05-28 23:14:10,43.298011,-72.778542,43.843256,-64.2689,31.63,67.1,1.0,completed,
1554,7912,3111,2025-04-11 12:18:33,2025-04-11 12:21:33,2025-04-11 13:18:33,44.171732,-66.57748,44.431806,-76.181099,16.68,52.14,1.0,completed,
1555,8265,8396,2025-08-04 21:16:27,2025-08-04 21:20:27,2025-08-04 21:35:27,44.988043,-71.368544,43.026938,-74.680651,18.43,60.75,1.5,completed,
1556,3051,6813,2025-02-09 11:23:13,2025-02-09 11:38:13,2025-02-09 12:09:13,44.323006,-64.116649,45.006541,-79.726203,37.13,118.24,1.5,completed,
1557,1604,7746,2025-11-21 04:04:16,2025-11-21 04:06:16,2025-11-21 05:03:16,44.618734,-76.009299,43.977509,-75.578078,14.47,57.93,1.2,completed,
1558,9005,7971,2025-12-18 10:24:39,2025-12-18 10:38:39,2025-12-18 11:17:39,43.212901,-69.037906,44.866391,-70.708371,34.93,93.33,1.2,completed,
1559,2026,5659,2025-07-10 01:51:08,2025-07-10 02:04:08,2025-07-10 02:45:08,44.139331,-76.989641,45.388196,-74.913291,16.83,70.2,1.5,completed,
1560,5123,6839,2026-07-25 12:53:12,2026-07-25 13:08:12,2026-07-25 13:46:12,45.402713,-65.27094,44.038664,-71.524411,29.18,67.36,1.0,completed,
1561,115,3925,2025-06-17 16:57:12,2025-06-17 17:07:12,2025-06-17 17:17:12,44.213353,-77.956249,44.138242,-72.239546,6.27,20.97,1.2,completed,
1562,7914,2371,2026-06-11 10:54:24,2026-06-11 11:05:24,2026-06-11 11:51:24,44.195476,-68.70228,44.176049,-75.399051,30.89,73.16,1.0,completed,
1563,5368,4838,2026-01-25 05:39:25,2026-01-25 05:45:25,2026-01-25 05:51:25,45.081586,-67.997295,44.365052,-66.305351,28.05,54.19,1.0,completed,
1564,6650,8803,2025-10-15 04:37:02,2025-10-15 04:45:02,2025-10-15 05:09:02,44.527251,-69.477502,44.374751,-70.749738,18.21,43.27,1.0,completed,
1565,5429,4682,2025-05-29 07:22:16,2025-05-29 07:24:16,2025-05-29 07:59:16,45.34688,-76.865161,44.58922,-74.178168,26.16,122.06,2.0,completed,
1566,9660,7505,2026-02-02 07:25:15,2026-02-02 07:30:15,2026-02-02 07:44:15,43.16308,-64.988133,43.217804,-63.637793,6.4,28.65,1.5,completed,
1567,378,7574,2025-05-26 01:57:04,2025-05-26 02:12:04,2025-05-26 03:10:04,43.669794,-76.30255,43.642154,-68.418021,22.27,93.41,1.5,completed,
1568,5321,4956,2026-05-11 12:14:14,2026-05-11 12:28:14,2026-05-11 12:48:14,44.946751,-76.026202,44.285312,-65.944358,9.23,31.38,1.2,completed,
1569,3944,3880,2026-03-28 09:33:24,2026-03-28 09:43:24,2026-03-28 10:14:24,43.235876,-71.593216,45.006658,-77.505581,20.04,73.38,1.5,completed,
1570,2699,9414,2026-06-21 01:31:01,2026-06-21 01:44:01,2026-06-21 02:35:01,45.023001,-71.655139,44.777591,-68.854342,4.86,35.23,1.2,completed,
1571,5253,4422,2026-06-02 15:11:04,2026-06-02 15:26:04,2026-06-02 15:46:04,43.944555,-75.786492,44.28916,-65.138339,35.64,72.37,1.0,completed,
1572,8928,2353,2026-02-01 06:26:13,2026-02-01 06:35:13,2026-02-01 06:40:13,45.211313,-70.338467,44.180355,-72.366553,39.77,148.7,2.0,completed,
1573,2748,526,2026-02-18 14:10:54,,,44.447566,-71.556779,45.269724,-72.457258,0,0,1.0,cancelled,rider_cancelled
1574,5099,628,2026-05-10 06:25:13,2026-05-10 06:33:13,2026-05-10 07:12:13,44.800324,-75.574423,44.056884,-76.027798,4.48,24.49,1.0,completed,
1575,7784,3457,2025-04-20 21:02:52,2025-04-20 21:05:52,2025-04-20 21:32:52,43.178166,-78.614449,44.828311,-66.001123,32.74,83.69,1.2,completed,
1576,1013,2472,2026-05-12 23:55:22,2026-05-13 00:07:22,2026-05-13 00:52:22,43.473198,-68.983219,43.650392,-77.833024,17.17,58.56,1.2,completed,
1577,7457,8997,2026-03-25 02:36:26,,,45.395293,-69.29354,45.302379,-68.822754,0,0,1.0,cancelled,other
1578,7918,1522,2025-04-02 17:37:21,2025-04-02 17:50:21,2025-04-02 18:27:21,43.015705,-69.214685,43.230373,-69.516895,3.17,21.5,1.0,completed,
1579,7526,2353,2025-03-20 20:15:24,2025-03-20 20:28:24,2025-03-20 21:14:24,45.340338,-78.661603,43.776189,-69.834408,22.29,87.16,1.5,completed,
1580,682,1628,2026-03-03 16:46:04,2026-03-03 16:52:04,2026-03-03 17:44:04,44.799654,-72.064233,43.561514,-67.214561,10.02,77.47,2.0,completed,
1581,6081,846,2025-11-15 07:53:09,2025-11-15 07:57:09,2025-11-15 08:32:09,43.11937,-73.015642,43.845739,-74.80131,35.36,115.69,1.5,completed,
1582,4185,5765,2025-05-31 21:28:09,2025-05-31 21:34:09,2025-05-31 22:32:09,43.017248,-73.940998,44.08031,-73.283877,14.5,97.35,2.0,completed,
1583,4914,7033,2025-03-19 20:43:50,2025-03-19 20:49:50,2025-03-19 21:34:50,44.301465,-67.127525,44.710725,-78.227749,1.32,31.59,1.5,completed,
1584,8205,6533,2025-05-22 07:12:26,2025-05-22 07:23:26,2025-05-22 07:55:26,44.445792,-76.102584,44.692201,-67.62341,6.07,24.82,1.0,completed,
1585,4798,6659,2025-03-25 05:05:24,2025-03-25 05:11:24,2025-03-25 05:42:24,43.474058,-72.423085,43.607984,-69.05803,3.9,24.81,1.2,completed,
1586,4585,9886,2026-06-06 02:42:48,2026-06-06 02:55:48,2026-06-06 03:24:48,43.63026,-79.713605,43.032197,-69.45424,18.4,90.7,2.0,completed,
1587,8397,9755,2025-08-21 22:48:32,2025-08-21 23:00:32,2025-08-22 00:00:32,44.464588,-66.394326,43.914173,-74.186198,26.25,83.92,1.2,completed,
1588,4339,411,2025-12-11 16:04:57,,,43.364397,-65.086196,45.278374,-78.928777,0,0,1.0,requested,
1589,2911,9163,2026-01-04 17:16:21,2026-01-04 17:29:21,2026-01-04 17:43:21,43.867748,-76.961632,44.715645,-67.387223,35.26,139.21,2.0,completed,
1590,1422,7372,2025-02-16 00:02:05,2025-02-16 00:14:05,2025-02-16 01:09:05,45.015281,-66.103853,44.579407,-75.899878,21.11,59.19,1.0,completed,
1591,1163,933,2025-08-11 14:09:45,2025-08-11 14:16:45,2025-08-11 15:02:45,43.149926,-73.245753,43.089501,-64.375855,21.4,67.86,1.2,completed,
1592,8476,6252,2025-09-02 23:19:03,2025-09-02 23:32:03,2025-09-03 00:26:03,44.943574,-64.307652,43.402324,-78.59313,23.54,63.09,1.0,completed,
1593,5894,141,2025-11-17 13:51:05,2025-11-17 14:00:05,2025-11-17 14:57:05,43.175633,-70.375841,43.50011,-68.276838,12.87,68.21,1.5,completed,
1594,741,5515,2025-06-07 13:25:22,2025-06-07 13:39:22,2025-06-07 14:35:22,45.386553,-75.373274,45.175178,-64.833856,34.51,124.49,1.5,completed,
1595,2801,2963,2025-12-06 11:19:24,2025-12-06 11:34:24,2025-12-06 12:16:24,43.791751,-65.187088,45.235335,-68.022538,4.69,25.91,1.0,completed,
1596,4212,6275,2025-05-06 22:35:04,2025-05-06 22:45:04,2025-05-06 23:21:04,44.643002,-71.58193,45.25658,-68.812594,33.3,73.87,1.0,completed,
1597,8437,4293,2025-12-27 08:55:11,2025-12-27 09:09:11,2025-12-27 10:04:11,43.092112,-73.393648,44.905571,-78.855378,27.31,105.06,1.5,completed,
1598,9954,8182,2025-08-13 18:55:58,2025-08-13 19:05:58,2025-08-13 19:37:58,43.219209,-67.694419,45.202552,-75.261158,19.03,57.0,1.2,completed,
1599,6053,1787,2025-07-24 02:34:11,,,43.129873,-65.391932,44.682998,-70.368424,0,0,1.0,in_progress,
1600,1727,8073,2026-05-29 08:10:46,,,44.073033,-76.538695,43.362867,-71.345252,0,0,1.0,in_progress,
1601,8581,9063,2025-05-10 22:58:22,2025-05-10 23:09:22,2025-05-11 00:05:22,43.531214,-74.953524,43.377197,-66.323138,20.91,59.19,1.0,completed,
1602,6575,5968,2026-01-16 14:50:53,,,44.345557,-64.744555,43.968318,-74.178873,0,0,1.0,in_progress,
1603,7257,5935,2025-10-18 18:49:51,2025-10-18 19:04:51,2025-10-18 19:33:51,43.605819,-69.628174,44.803543,-76.978688,39.62,82.48,1.0,completed,
1604,3480,8585,2026-04-08 12:22:29,2026-04-08 12:27:29,2026-04-08 13:06:29,44.685271,-66.454507,43.85696,-76.222269,10.24,41.48,1.2,completed,
1605,6423,8665,2025-05-30 03:20:56,2025-05-30 03:28:56,2025-05-30 04:21:56,45.262305,-75.023916,45.457354,-66.208926,39.69,91.01,1.0,completed,
1606,1273,4854,2025-02-28 19:53:23,2025-02-28 20:05:23,2025-02-28 20:44:23,44.391074,-68.246653,45.193566,-78.9452,27.39,96.87,1.5,completed,
1607,1823,2391,2025-08-19 10:11:36,2025-08-19 10:22:36,2025-08-19 10:31:36,43.764277,-76.617037,43.669311,-73.782557,10.23,24.05,1.0,completed,
1608,7510,5463,2025-12-05 21:08:41,2025-12-05 21:21:41,2025-12-05 21:41:41,43.044546,-78.412559,45.41102,-71.702301,23.22,50.63,1.0,completed,
1609,5898,3881,2026-07-05 14:36:50,2026-07-05 14:40:50,2026-07-05 15:16:50,43.758347,-66.279245,44.508958,-65.951813,18.19,71.15,1.5,completed,
1610,5405,9157,2025-02-10 12:41:41,2025-02-10 12:52:41,2025-02-10 13:06:41,44.158278,-69.820035,44.210248,-69.75985,10.94,32.45,1.2,completed,
1611,4432,2869,2025-07-11 02:36:00,2025-07-11 02:49:00,2025-07-11 02:58:00,43.295709,-72.240204,45.479245,-72.370905,24.43,48.9,1.0,completed,
1612,1259,5739,2025-09-01 08:30:54,2025-09-01 08:44:54,2025-09-01 08:56:54,45.005643,-63.552266,43.988582,-76.263757,19.24,40.87,1.0,completed,
1613,1862,4052,2025-04-29 13:58:32,2025-04-29 14:01:32,2025-04-29 14:33:32,43.82376,-66.710697,44.773918,-75.579965,23.63,55.55,1.0,completed,
1614,3969,4171,2025-05-07 00:24:25,2025-05-07 00:38:25,2025-05-07 01:24:25,43.68035,-65.687549,43.864502,-76.494611,19.11,52.54,1.0,completed,
1615,7208,8690,2026-03-07 19:08:44,2026-03-07 19:20:44,2026-03-07 20:02:44,44.652115,-78.335971,45.221644,-71.357202,27.85,66.44,1.0,completed,
1616,7102,2368,2025-06-04 11:15:32,,,44.525906,-66.267445,43.450001,-68.760634,0,0,1.0,requested,
1617,8520,9193,2026-04-12 10:18:13,2026-04-12 10:26:13,2026-04-12 11:13:13,44.043691,-77.832917,45.310869,-73.247028,13.55,51.8,1.2,completed,
1618,3882,7278,2025-11-06 17:55:59,2025-11-06 17:58:59,2025-11-06 18:25:59,43.594624,-73.863623,44.38124,-66.735214,39.04,80.77,1.0,completed,
1619,6355,9241,2025-02-13 09:25:11,2025-02-13 09:37:11,2025-02-13 10:25:11,43.999714,-79.315277,44.058499,-68.651799,30.26,87.31,1.2,completed,
1620,8885,6692,2026-01-08 20:50:06,2026-01-08 20:54:06,2026-01-08 21:39:06,43.044285,-71.037794,43.683451,-68.057336,5.09,33.19,1.2,completed,
1621,2471,7468,2025-01-27 17:22:47,,,45.260935,-72.871588,43.614126,-69.874845,0,0,1.0,in_progress,
1622,2723,6866,2026-02-16 08:45:28,2026-02-16 09:00:28,2026-02-16 09:20:28,45.376383,-79.581242,44.698196,-67.976642,17.45,81.07,2.0,completed,
1623,5823,9069,2026-02-14 13:54:00,2026-02-14 14:09:00,2026-02-14 14:18:00,43.494842,-79.691852,44.650545,-69.798708,23.48,56.69,1.2,completed,
1624,1251,5941,2025-09-14 16:26:55,2025-09-14 16:36:55,2025-09-14 16:43:55,43.460206,-74.475872,43.826155,-65.298636,2.22,11.2,1.2,completed,
1625,341,360,2026-04-22 00:15:17,2026-04-22 00:25:17,2026-04-22 00:58:17,45.265224,-65.134126,43.024732,-69.037533,35.18,91.34,1.2,completed,
1626,4064,4561,2026-05-28 22:51:09,2026-05-28 23:03:09,2026-05-28 23:14:09,45.356779,-70.363606,45.268849,-78.871474,30.24,71.72,1.2,completed,
1627,3740,2609,2026-04-03 19:17:09,2026-04-03 19:23:09,2026-04-03 19:37:09,43.865426,-75.483938,45.006786,-69.266005,9.77,25.0,1.0,completed,
1628,2986,8386,2025-05-13 21:56:21,2025-05-13 22:01:21,2025-05-13 22:17:21,45.306603,-68.762664,43.497755,-79.68158,26.15,54.36,1.0,completed,
1629,3807,7157,2026-05-26 18:36:35,2026-05-26 18:41:35,2026-05-26 19:01:35,43.999742,-78.610054,43.337705,-63.79408,28.0,59.0,1.0,completed,
1630,4920,7988,2025-01-12 09:23:12,,,45.36956,-75.502588,44.241242,-69.132184,0,0,1.0,cancelled,rider_no_show
1631,2671,216,2026-04-15 23:32:25,2026-04-15 23:42:25,2026-04-15 23:53:25,45.099327,-72.548323,44.600522,-70.732705,5.72,16.86,1.0,completed,
1632,9448,9936,2026-03-10 17:35:58,2026-03-10 17:50:58,2026-03-10 18:19:58,43.848859,-63.709035,43.495158,-69.401674,19.74,47.69,1.0,completed,
1633,2207,9955,2025-07-08 06:48:24,2025-07-08 07:02:24,2025-07-08 07:36:24,44.138962,-67.069035,44.697158,-71.528657,20.98,51.62,1.0,completed,
1634,7969,728,2025-06-04 17:27:48,2025-06-04 17:35:48,2025-06-04 18:35:48,43.531405,-68.300163,43.815439,-72.928192,4.26,37.75,1.2,completed,
1635,3603,933,2025-06-21 10:00:21,2025-06-21 10:13:21,2025-06-21 10:41:21,43.987727,-66.766971,44.817777,-67.212702,4.8,21.2,1.0,completed,
1636,6480,4051,2025-10-02 20:49:33,2025-10-02 20:58:33,2025-10-02 21:43:33,45.030901,-77.061997,45.219342,-75.869591,38.24,102.8,1.2,completed,
1637,2841,3812,2026-05-30 06:45:52,2026-05-30 06:59:52,2026-05-30 07:31:52,43.422047,-66.179363,43.466372,-77.707456,31.59,69.48,1.0,completed,
1638,7172,8380,2025-04-12 10:33:09,,,44.125725,-69.423022,44.159969,-77.680088,0,0,1.0,in_progress,
1639,7018,4263,2025-01-11 22:38:23,2025-01-11 22:51:23,2025-01-11 23:27:23,43.009222,-76.761398,43.592697,-69.524753,13.88,39.89,1.0,completed,
1640,8196,3760,2025-01-09 18:35:17,2025-01-09 18:49:17,2025-01-09 19:30:17,44.169628,-66.11979,44.420633,-73.959831,17.1,56.73,1.2,completed,
1641,4395,3888,2026-07-30 00:26:25,2026-07-30 00:38:25,2026-07-30 01:16:25,43.160134,-65.516447,43.094269,-77.176696,26.71,75.65,1.2,completed,
1642,6894,2061,2026-03-12 14:12:00,2026-03-12 14:16:00,2026-03-12 15:07:00,44.362053,-67.7963,43.543918,-78.27843,7.5,33.97,1.0,completed,
1643,2815,3244,2025-01-29 23:19:23,,,43.723299,-64.820502,44.55324,-73.681285,0,0,1.0,cancelled,driver_cancelled
1644,2189,475,2025-04-11 05:24:42,2025-04-11 05:36:42,2025-04-11 05:41:42,44.225921,-76.823331,43.424491,-67.25246,23.67,69.26,1.5,completed,
1645,4118,2168,2025-02-09 00:05:39,2025-02-09 00:18:39,2025-02-09 00:34:39,44.485001,-78.433948,45.468784,-79.684982,13.7,39.09,1.2,completed,
1646,8242,2288,2025-06-23 01:29:22,,,43.664188,-71.213336,43.70373,-76.034598,0,0,1.0,cancelled,driver_cancelled
1647,9964,3471,2025-01-06 10:23:09,2025-01-06 10:30:09,2025-01-06 11:14:09,44.034107,-79.566575,44.839293,-63.690488,17.37,58.56,1.2,completed,
1648,5711,5287,2025-06-28 03:18:50,,,44.58644,-74.497504,44.144751,-75.819841,0,0,1.0,in_progress,
